cust_id,acc_name,acc_id
439861032,Machined Swingarm Bobbin Kit,13
439861032,Aluminium Sumpguard,14
439861032,Machined Bar End Finisher Kit,15
439861032,Intake Cover Kit,16
439861032,"Heel Guard, Pair",30
439861032,Rsu Finisher Kit,32
439861032,Roadside Assistance 2nd Year + 3rd Year,26
439861032,Silver AMC,27
439861032,Extended Warranty - 4th Year + 5th Year,23
707348330,Roadside Assistance 2nd Year + 3rd Year,26
707348330,Gold AMC,20
707348330,Extended Warranty - 4th Year + 5th Year,23
633475931,Roadside Assistance - 2nd & 3rd Year,42
633475931,Annual Maintenance Contract  Gold 3 years,43
633475931,Extended Warranty BS6 (edge) - 4th Year,44
341906759,Bar End Mirror Kit,28
341906759,Touring Dual Seat,36
341906759,Compact Engine Guard,24
341906759,Short Flyscreen Kit,25
341906759,Aluminium Sumpguard,14
341906759,Roadside Assistance 2nd Year + 3rd Year,26
341906759,Silver AMC,27
341906759,Extended Warranty - 4th Year + 5th Year,23
269835227,Roadside Assistance 2nd Year + 3rd Year,26
600560231,Bar End Mirror Kit,28
600560231,Touring Dual Seat,36
600560231,Compact Engine Guard,24
600560231,Short Flyscreen Kit,25
600560231,Aluminium Sumpguard,14
600560231,Roadside Assistance 2nd Year + 3rd Year,26
600560231,Silver AMC,27
600560231,Extended Warranty - 4th Year + 5th Year,23
405755413,"Sumpguard, Silver",39
405755413,"Air Fly Engine Guard, Black",1
405755413,Annual Maintenance Contract  Platinum without Pick up & Drop,45
405755413,Extended Warranty + Roadside Assistance BS6 (edge) - 4th & 5th Year,46
345853833,Touring Dual Seat,36
345853833,Compact Engine Guard,24
345853833,Short Flyscreen Kit,25
345853833,Machined Swingarm Bobbin Kit,13
345853833,Aluminium Sumpguard,14
345853833,Rsu Finisher Kit,32
345853833,Touring Mirror Kit,18
345853833,Roadside Assistance 2nd Year + 3rd Year,26
345853833,Silver AMC,27
345853833,Extended Warranty - 4th Year + 5th Year,23
385651521,Touring Dual Seat,36
385651521,Compact Engine Guard,24
385651521,Short Flyscreen Kit,25
385651521,Machined Swingarm Bobbin Kit,13
385651521,Aluminium Sumpguard,14
385651521,Rsu Finisher Kit,32
385651521,Roadside Assistance 2nd Year + 3rd Year,26
385651521,Silver AMC,27
385651521,Extended Warranty - 4th Year + 5th Year,23
242146912,Platinum AMC,22
242146912,Extended Warranty + Roadside Assistance - 4th Year + 5th Year,21
513509810,Roadside Assistance 2nd Year + 3rd Year,26
513509810,Gold AMC,20
513509810,Extended Warranty - 4th Year + 5th Year,23
934915365,Touring Mirror Kit,18
934915365,"Sumpguard, Silver",39
934915365,"Air Fly Engine Guard, Black",1
934915365,"Silencer Assy, Slv, W/straight Cut, Slv",40
934915365,"Pannier Mount, Rh",47
934915365,"Side Box, Rh",48
934915365,"Deluxe Footpeg Kit, Silver",49
934915365,Roadside Assistance - 2nd & 3rd Year,42
934915365,Annual Maintenance Contract  Gold 3 years,43
934915365,Extended Warranty BS6 (edge) - 4th Year,44
583602332,Extended Warranty - 4th Year + 5th Year,23
825385009,Roadside Assistance 2nd Year + 3rd Year,26
512337963,Roadside Assistance 2nd Year + 3rd Year,26
882333585,Bar End Mirror,50
882333585,"Bar End Mirror, Adaptor",51
882333585,"Silencer Assy, Slv, W/straight Cut, Slv",40
882333585,"Sumpguard, Silver",39
882333585,"Air Fly Engine Guard, Black",1
882333585,"Deluxe Footpeg Kit, Silver",49
882333585,Roadside Assistance - 2nd & 3rd Year,42
